Data calculated via numerical differentiation

Frequency:	6.2831853

Step size for numerical diff.:	8

Looped differentiation

Time	Strain	Rate	Stress	G'_t	G"_t	|G*_t|	tan(delta_t)	delta_t	displacement stress	est. elastic stress	dG'_{t}/dt	dG"_{t}/dt	Speed	norm. PAV
[s]	[-]	[1/s]	[Pa]	[Pa]	[Pa]	[Pa]	[]	[rad]	[Pa]	[Pa]	[Pa/s]	[Pa/s]	[Pa/s]	[]

0.3554688	0.8648767	-0.0376838	43.3305582	34.6618643	-0.3648382	34.6637843	-0.0105256	-0.0105252	13.3501310	0.4797234	534.5689459	81.9328369	540.8113790	-0.2170567
0.3593750	0.8393921	-1.0457492	41.7648199	73.0153763	0.6911837	73.0186477	0.0094663	0.0094660	-19.4086726	1.1052083	-127.1611022	49.2891617	136.3794977	-0.6216648
0.3632812	0.8301037	0.0040085	40.9698582	73.8177855	-1.1150706	73.8262070	-0.0151057	-0.0151046	-20.3058441	1.1051843	5415.1189956	-367.4434303	5427.5711336	-3.7736635
0.3671875	0.8328039	0.1854376	41.2732583	55.1064035	-0.4084331	55.1079171	-0.0074117	-0.0074116	-4.6075139	0.9164151	240.0063947	-18.1397592	240.6909229	-0.3404580
0.3710938	0.8325375	-0.3997222	41.1561147	35.1570601	-2.2524299	35.2291402	-0.0640676	-0.0639802	11.7432478	0.4985151	1500.3099005	350.1340960	1540.6244457	-0.3446383
0.3750000	0.8147829	-0.7980152	40.7461285	56.7946166	-0.0527730	56.7946411	-0.0009292	-0.0009292	-5.5358562	0.9122544	-45.4489695	5.4474134	45.7742629	-0.5899266
0.3789062	0.7972666	-0.7202985	40.2022025	128.6705411	-9.7563574	129.0398956	-0.0758243	-0.0756795	-63.5009799	1.2907827	-14169.4676804	1664.3234593	14266.8772660	0.1676098
0.3828125	0.7786279	-0.7667456	40.1933993	45.4553704	-1.5063418	45.4803228	-0.0331389	-0.0331268	4.6167593	0.6770610	-258.4753529	-71.7124832	268.2390507	-0.1411296
0.3867188	0.7658857	-0.0457883	39.4830688	36.4971348	1.9610563	36.5497824	0.0537318	0.0536802	11.5447271	0.4495670	-398.4011974	45.2613180	400.9639647	0.4422301
0.3906250	0.7717083	0.1140109	38.3094397	42.2654789	-0.2801622	42.2664075	-0.0066286	-0.0066285	5.6979024	0.6368961	36.0736534	31.8968366	48.1530545	-0.2861372
0.3945312	0.7622602	-0.8146681	37.3833791	48.4367366	0.3331354	48.4378822	0.0068777	0.0068776	0.5051772	0.7518306	0.4286165	-0.5373022	0.6873178	-0.4416010
0.3984375	0.7352880	-1.3536055	36.6735413	44.3194005	0.0977879	44.3195084	0.0022064	0.0022064	4.1070861	0.6426178	147.8672932	-22.4774044	149.5659390	-0.6862999
0.4023438	0.7096310	-0.1962731	35.8405780	45.9498039	2.0385770	45.9950027	0.0443653	0.0443362	3.2968556	0.6378819	-39.3586033	25.5567013	46.9280794	-0.0967209
0.4062500	0.7114184	-0.7678329	35.0216015	52.7043130	-2.2079067	52.7505399	-0.0418923	-0.0418679	-2.7430348	0.7634642	-91.0496139	99.6881200	135.0101976	0.3985950
0.4101562	0.6710656	-1.4764098	33.4071522	51.3575646	0.6669085	51.3618945	0.0129856	0.0129849	-0.9004344	0.6885983	13.3863317	27.1627627	30.2821656	-0.8662298
0.4140625	0.6567914	0.0618955	32.9655828	58.3262213	-0.4035990	58.3276177	-0.0069197	-0.0069196	-5.3386009	0.7483214	62.5143180	-23.3361103	66.7279102	0.5815477
0.4179688	0.6490632	-1.5422597	31.9302107	48.9668081	1.3047023	48.9841867	0.0266446	0.0266383	0.4679078	0.6395076	-45.8871282	14.5211455	48.1299511	-0.3353867
0.4218750	0.5981730	-0.9902719	30.9392821	56.5385072	-1.9284160	56.5713848	-0.0341080	-0.0340948	-3.1844595	0.6544968	-182.0564126	55.5539411	190.3438408	-0.4663301
0.4257812	0.6012667	-0.3768748	29.7429988	47.7897430	0.2068136	47.7901905	0.0043276	0.0043275	1.0210241	0.5799018	-11.7504515	6.1225197	13.2498437	-0.0902450
0.4296875	0.5672434	-1.2893866	28.9889926	247.0585285	131.5474277	279.8975567	0.5324545	0.4892729	-84.1581765	0.9078840	-622405.5386574	-417139.9693205	749262.5765085	-0.4019669
0.4335938	0.5487633	-0.8277345	27.1175554	46.2286723	1.9546914	46.2699791	0.0422831	0.0422579	2.0064620	0.5053604	210.6623044	-55.7149788	217.9054046	0.0516324
0.4375000	0.5205083	-1.1929002	25.8439793	51.0914849	-1.3931092	51.1104742	-0.0272670	-0.0272602	-1.0140551	0.5403562	-56.7773233	34.9303145	66.6617680	0.3078807
0.4414062	0.4958998	-0.7830866	24.9649035	50.9037096	0.6176850	50.9074571	0.0121344	0.0121338	-0.2012539	0.4998534	-6.6872849	-12.0685268	13.7974316	-0.4310829
0.4453125	0.4724909	-1.6004205	23.1597998	48.3937257	0.4337313	48.3956693	0.0089626	0.0089623	0.4046843	0.4641285	118.1520366	-18.9055693	119.6550221	0.4141732
0.4492188	0.4287358	-1.0017014	21.9242005	47.2737825	0.9861953	47.2840681	0.0208614	0.0208583	1.8134641	0.3903749	31.2380316	39.4481471	50.3186936	0.0959071
0.4531250	0.4204461	-0.7570577	20.6464801	54.0870459	-2.6682030	54.1528194	-0.0493316	-0.0492917	-2.4156959	0.4651092	1.6310482	11.2232942	11.3411926	0.6718095
0.4570312	0.3826108	-1.6184267	18.9784757	50.0641764	-0.1025549	50.0642814	-0.0020485	-0.0020485	-0.2030329	0.3866662	-43.4064646	10.9723708	44.7718002	1.3821147
0.4609375	0.3521513	-1.0830565	17.3107824	48.5606952	-5.9019805	48.9180385	-0.1215382	-0.1209450	-0.8072788	0.3687755	44.1279462	69.4757687	82.3052736	2.5509956
0.4648438	0.3230346	-1.3782822	15.4710782	49.3323533	0.7833320	49.3385721	0.0158787	0.0158773	-0.2931477	0.3289769	28.6741617	-46.1173178	54.3048299	0.6055857
0.4687500	0.2863017	-1.4280640	14.2622399	53.4958875	-3.8625882	53.6351523	-0.0722035	-0.0720784	-1.9316281	0.3224097	293.0601096	-182.9900103	345.4990184	0.4502993
0.4726562	0.2533374	-1.4107210	12.3326059	46.7523872	1.7846896	46.7864385	0.0381732	0.0381547	0.8891817	0.2343184	87.1700558	-55.5310882	103.3553114	3.0527205
0.4765625	0.2116197	-2.0876979	10.2907605	48.1083256	0.6700069	48.1129910	0.0139270	0.0139261	0.3327138	0.2047037	8.9017622	5.6054786	10.5196369	1.2494955
0.4804688	0.1621272	-1.3824849	8.7443419	52.7400991	-1.4737951	52.7606873	-0.0279445	-0.0279372	-0.1305404	0.1646024	-122.8176853	160.1959930	201.8587130	3.4853327
0.4843750	0.1402094	-1.0965957	6.4689274	49.8328119	0.2006189	49.8332157	0.0040258	0.0040258	-0.4830871	0.1499035	58.7455568	-88.9137369	106.5677863	3.9366713
0.4882812	0.0987346	-2.0006761	4.8407095	49.8364235	0.0574840	49.8364566	0.0011535	0.0011535	-0.0615661	0.0999700	5.1795813	14.8822348	15.7578227	1.6865537
0.4921875	0.0568498	-1.0657453	2.6124083	49.4185808	-0.8189935	49.4253667	-0.0165726	-0.0165711	-0.3359461	0.0636478	-34.0450982	30.5807332	45.7629758	1.2237953
0.4960938	0.0381604	-1.1654053	1.4388300	869.8916188	744.4911833	1144.9797162	0.8558436	0.7078768	106.3316132	-0.0840750	-11250154.4459384	-10234044.1265780	15208603.9544139	3.4541663
0.5000000	-0.0056855	-1.8854589	0.6677727	49.0262545	-1.7344073	49.0569241	-0.0353771	-0.0353624	0.4260501	-0.0143757	-11.5583074	-16.5241968	20.1654048	1.9159889
0.5039062	-0.0458740	-1.5793327	-2.0570401	46.7938954	2.0797577	46.8400901	0.0444451	0.0444158	0.6123461	-0.0589600	-2.6792628	1.0940169	2.8940149	3.8592666
0.5078125	-0.0815073	-1.0818624	-3.1600919	48.6807252	0.8288654	48.6877811	0.0170266	0.0170249	0.9504576	-0.1010316	20.5166654	11.5838033	23.5609435	1.5754695
0.5117188	-0.1037456	-1.1636928	-5.3232124	54.6936187	1.0103809	54.7029505	0.0184735	0.0184714	0.5381388	-0.1135847	246.1430620	97.5356171	264.7632973	0.6607447
0.5156250	-0.1379731	-1.1368146	-7.4282665	50.0881832	-0.1697545	50.0884709	-0.0033891	-0.0033891	-0.5481571	-0.1270293	68.9790664	-43.4792997	81.5387093	1.0835050
0.5195312	-0.1631704	-1.5620130	-8.1506068	34.3843639	-7.2780583	35.1461892	-0.2116677	-0.2085889	-4.3494384	-0.0366757	5966.8390287	3006.0564006	6681.2830413	-0.9020245
0.5234375	-0.2110029	-1.5568683	-10.2520840	49.1461148	-0.6974828	49.1510639	-0.0141920	-0.0141911	-0.0549366	-0.2098851	5.6642821	-16.5604169	17.5023284	-2.7657341
